userName,content
Pengguna Google,mengunrungkan
Pengguna Google,yang bilang detik gak netral anda isi kolom komentar  coba cek baik baik  kandidat pilgub dki      diberitakan detik adanya  yang pembaca detik yg komentar mayoritas pro ahok  itu kenyataannya  come on  ayo komentar dukung jagoan anda 
Pengguna Google,susah login nya
Pengguna Google,detik  coba langsung ngga tidur pengen baca berita detikom
Pengguna Google,biasanya buka berita gambar keterangan berita tsb tampil tidak kenapa 
Pengguna Google,ok sih  ok kalo ga instal aja
Pengguna Google,variasi
Pengguna Google,pokok  yes  ora melu nulis melu moco
Pengguna Google,detik tdk fair pro hoax pro ahok  komen negatif pro non muslim  muslim ga pasang detik  insya alloh barokah
Pengguna Google,tua
Pengguna Google,kok gak logi  
Pengguna Google,aplikasi kadang merespon  dan restahp sendiri    mohon perbaikan    dibuat ringan    iklan tolong dibiat senyaman mgkin jgn menggangu
Pengguna Google,iklannya gak ngenakin baca berita  pop up nya iklan nympe selayar gak nympe segitu   
Pengguna Google,jadwal bioskop gak bener
Pengguna Google,saran tambahka  fitur text to speech google jdi biar dengerin baca berita tnp repot  aktifin talkback  thanx  
Pengguna Google,okelah     
Pengguna Google,rasanya baca detikcom sarapan pagi yg kurang  untuk itu  pembaca setia detikcom usul beritanya jgn terlambat  selamat berkarya detikcom  salam
Pengguna Google,islamphobia      
Pengguna Google,coba deh   smoga berita  sllu up   date   
Pengguna Google,disajikan cepat
Pengguna Google,baru  blm keunggulanya 
Pengguna Google,detik proklamasi
Pengguna Google,bahagia sederhana ikut membahagiakan masyarakat mulia yg himbauan pengemudi bus extra hati  
Pengguna Google,dikasih   dlu klo ok nmbah
Pengguna Google,berita politik  kampanye pilkada tolong dikurangi 
Pengguna Google,detik mgkin lm mgkin error    
Pengguna Google,bpk khoiril tanjung   tolong prbaikin lg donk apl detikny  sekarang lemot  mksih detik ok
Pengguna Google,top markotol
Pengguna Google,beritanya kdang ketinggalan
Pengguna Google,biar ga ketinggalan berita
Pengguna Google,kayaknya beritanya gak berimbang sprti metro tv mau del aja
Pengguna Google,sy kasih   bintang dl
Pengguna Google,selalu maju semangat
Pengguna Google,bagus   tolong beritanya indevenden
Pengguna Google,ada berita berimbang  jika imbang mending delete aja aplikasi ponselnya   
Pengguna Google,ingat itu      
Pengguna Google,tolong iklan pop up dkurangi
Pengguna Google,ada eror appsnya    ign gagal 
Pengguna Google,klo bagus
Pengguna Google,bagus beritanya ok valid
Pengguna Google,semakin maju kedepanya 
Pengguna Google,lihat klu bguz  tmbah bintang ny
Pengguna Google,aku menyukai detikcom
Pengguna Google,bisa ngebantu bngtt      suka info berita didlm nya
Pengguna Google,sepertinya detikdotcom netral pemberitaannya  memihak  benarkah 
Pengguna Google,kalau berita nya percaya teruskan   
Pengguna Google,gk lengkap   berita sepakbolanye kelasmen   liga top eropa nye gk kebuka
Pengguna Google,berita wolipop nya ku sukaa
Pengguna Google,menyukaimu
Pengguna Google,  dlu   nti klo bagus 
Pengguna Google,cobaduluyes
Pengguna Google,liat berita detik com
Pengguna Google,gk sip
Pengguna Google,berita nya lain  iklanya kurangin ganggu banget
Pengguna Google,berita  new bagus
Pengguna Google,bos iklan nya   detik jual iklan ngapain sih baca berita aja iklan back streaming iklan   yg coding aplikasi yg bener masukin iklan dlm risih liatnya
Pengguna Google,yg netral ya  umat islam
Pengguna Google,males banget sama aplikasi ini skrg iklan
Pengguna Google,thanks
Pengguna Google,masih baca detik nonton metro makan sari roti 
Pengguna Google,for information indonesian
Pengguna Google,setiap buka aplikasi detik buka berita  langsung nongol pop up iklan aplikasi uber  nyari iklan sih boleh  ya gak keseringan juga  ngeganggu banget 
Pengguna Google,apdate terus
Pengguna Google,pas dibuka beehenti aplikasinya jdi mesti uninstall trus install lagi jdii males bukanya
Pengguna Google,kenapa ponsel xiaomi kadang tdk menampilkan gambar   tolong diperbaiki  tksh
Pengguna Google,yang cepat
Pengguna Google,gagal login aplikasi browser
Pengguna Google,kenapa video detikcom terputar gan  saya sdh delete install ulang  tdk mnyelesaikan mslh  saya pakai oppo   plus  tolong detikcom memperbaiki bugs
Pengguna Google,gue kasih bintang
Pengguna Google,iklan mengganggu klasemen sepakbola ditiadakan 
Pengguna Google,bagus jdi tau berita terbaru
Pengguna Google,bagus     bagus     bagus
Pengguna Google,gak berat    cepat    simple
Pengguna Google,berita bolanya lengkap   nggak klasemen nya  
Pengguna Google,innjjaakk lebih jellaa 
Pengguna Google,nunggunya
Pengguna Google,beritanya ga berimbang media menyudutkan islam sebelas belas kompas  
Pengguna Google,perbarui berita politik yg berbobot
Pengguna Google,berita  update dpt di  detik kom
Pengguna Google,keren     menampilkan berita yg ter update   
Pengguna Google,coba kasih   bintang    klo dah ok   baru ku kasih full    
Pengguna Google,iklannya kebanyakan bro  bikin rese bacanya 
Pengguna Google,terputar putar doank  gak tampilan berita 
Pengguna Google,trimakasih aplikasi bs sy download
Pengguna Google,saya suka kr info berita terbaru
Pengguna Google,berita olah raga 
Pengguna Google,klw ga berimbang kyak metro tv  gue delete   ok
Pengguna Google,semoga   berimbang  biar tdk ditinggal pembaca
Pengguna Google,tapi satu    tolong gambarnya bisa di save
Pengguna Google,berita nya cepat lugas  nyata
Pengguna Google,senyummu utk saudaramu shodaqoh
Pengguna Google,oke banget biar tau perkembangan kota kit
Pengguna Google,saya suka berita ny update
Pengguna Google,video play  error
Pengguna Google,mohon menjadi perekat pemersatu bangsa
Pengguna Google,karna jarang ketemu televisi detik com membantu update sehari hari  
Pengguna Google,ada berita bola gak kalau ada aku kasih   bintang
Pengguna Google,oka yang
Pengguna Google,berita politiknya says suka  terkesan gk berimbang  sy hny suka baca detikinet saja 
Pengguna Google,ok  up to date banngett
Pengguna Google,terima kasih info nya    
Pengguna Google,login gagal detik connect
Pengguna Google,sip beritanya akurat 
Pengguna Google,habis perbarui lola  bo     gw copot trs install ulang ya   lola ganti ama yg lain  kaya olla ramlan  ariel tantum                            
Pengguna Google,keren up dete
Pengguna Google,lelek
Pengguna Google,bagus mengupdate info terbaru
Pengguna Google,berita nya manipulasi politik mengadu domba  coba simak baik  yg udah download  
Pengguna Google,gak suka aja  gpp kan 
Pengguna Google,tajam   terpercaya
Pengguna Google,ngaco skrg berita detik   kirain berita  rupa nya iklan  hade
Pengguna Google,tolong perbaiki klasmen top skore udeh gak update hadu
Pengguna Google,harus profesional
Pengguna Google,semoga up date berita  terbaru
Pengguna Google,udah  bagus lagi dulu suka beritanya klasemen bolanya  lgi mending aja deh 
Pengguna Google,jadwal bolanya payah  
Pengguna Google,berita detik kelompok tertentu    netral    okelah   senyumin aja tetep kasih bintang lima    
Pengguna Google,berita potong an
Pengguna Google,giod news
Pengguna Google,sepakbola motor gp
Pengguna Google,temas
Pengguna Google,saat beritanya ga bermutu  del aja lo
Pengguna Google,jadi update berita nya
Pengguna Google,berita nasional internasional
Pengguna Google,widget nya eror ini  mau buka masuk dr widget gak bisa  diperbaiki dong  baru bintangnya  nyesel update versi yg baru  padahal lancar jaya
Pengguna Google,banyak iklan  gak seru
Pengguna Google,bagus informatif iklannya
Pengguna Google,detik skr susah masuk nya  loading melulu
Pengguna Google,banyak
Pengguna Google,mengisi boring
Pengguna Google,semua isinya menarik suka
Pengguna Google,terlalu iklan  mengganggu 
Pengguna Google,bagus buat baca baca berita cool
Pengguna Google,all
Pengguna Google,kenapa update klasemen  top skore gk muncul info bola  tolong apdate maksih
Pengguna Google,berita media online yg baca hari   mantap
Pengguna Google,berita cepat uptodate
Pengguna Google,setiap membaca yg tulis wow keren
Pengguna Google,maju terus   
Pengguna Google,jgn dikasih iklan
Pengguna Google,minta diupdate mulu maksa banget kesannya   
Pengguna Google,mulai lg
Pengguna Google,sarah media yb sang at popular saar
Pengguna Google,betul  detik sdh berimbang memihak  apa krn cnn group   
Pengguna Google,setelah update lemot  gak kayak update
Pengguna Google,gandos
Pengguna Google,cukup membantu tuk mengikuti perkembangan berita nasional
Pengguna Google,suka suka suka  beritanya suka update
Pengguna Google,membantu informasi ter up date    ta detik
Pengguna Google,ketiduran ya asal gk drewes loo
Pengguna Google,tambah pengetauan
Pengguna Google,verita update teraktual
Pengguna Google,klasemen  top skor ada  yang disiarkan tv up date 
Pengguna Google,selalu mengirimkan informasi yg up to date
Pengguna Google,habis update loading lemot  kualitas berita menurun
Pengguna Google,smoga update berita  tdk hoax
Pengguna Google,login yg error  tolong benahin
Pengguna Google,pemberitaannya updat terpercaya 
Pengguna Google,selalu upduet berita terbaru dan berita nya cepat  
Pengguna Google,berita berita nya bagus semoga bermanfaat 
Pengguna Google,nambah pengetahuan sumber full
Pengguna Google,alangkah nya klau kolom komentar tiadakan
Pengguna Google,jgn kepentingan apapun
Pengguna Google,selebar layar ga skip
Pengguna Google,dperbarui gk bs dbukak    anehh
Pengguna Google,keluar aplikasi otomatis bro
Pengguna Google,kalau bagus bintang nya
Pengguna Google,yud yun yuntri
Pengguna Google,saya kecewa sign in tp masuk dewasa tp tetep nisa
Pengguna Google,updet
Pengguna Google,coba kl bagus lg bintang
Pengguna Google,      ada yg komen tuh tanggepin bos diemin aja     tangepin woi   
Pengguna Google,update berita terbaru  good
Pengguna Google,kalau isinya bagus  uptodate  berimbang   independen  aq kasih ful   
Pengguna Google,sering lemot  pembaharuan
Pengguna Google,sngat mmbantu
Pengguna Google,yg beritanya  uai fakta
Pengguna Google,slalu update
Pengguna Google, like it  update and informatif
Pengguna Google,pas buka mslh nya suka jg udh upgrade   duh trus gmn nih ya
Pengguna Google,tiga bintang
Pengguna Google,kompas tv
Pengguna Google,iuy
Pengguna Google,susah login  parah
Pengguna Google,bisa baca  berpergian gga beli koran
Pengguna Google,di bukanya lemot
Pengguna Google,bagus membantu 
Pengguna Google,di bukanya lola bru copot trus pasang lg klo msih  pake dowlod yg aja dech
Pengguna Google,terus terbaik
Pengguna Google,super pokok
Pengguna Google,tidak jaringan 
Pengguna Google,coba dulu   klo bagus   barru kalih bintang
Pengguna Google,info sepak bola nya yg dulu     
Pengguna Google,makin jelek sign in aja ngga gini males pake detikcom
Pengguna Google,mohon aktual isi beritanya berpihak kpd salah saja 
Pengguna Google,detik lbh maju
Pengguna Google,good joop 
Pengguna Google,iklan nya ga nahanin
Pengguna Google,smoga smkin bgus kedepannya
Pengguna Google,gak baca detik  kodok tempurung hehe
Pengguna Google,tapi  tolong iklanya kurangin  tks
Pengguna Google,sering tb  force close
Pengguna Google,gudelokk deh  admin suk  sll
Pengguna Google,informasi berita tajam akurat dipercaya
Pengguna Google,bookmare hilang  
Pengguna Google,kebuka bentar  sendiri    
Pengguna Google,it is the better  
Pengguna Google,wakwao
Pengguna Google,lebih mudah membaca berita terbaru
Pengguna Google,bangets
Pengguna Google,update yaa
Pengguna Google,kenapa pas upgrade ga buka min  
Pengguna Google,saya copot aja  dari versi lawas sampe versi terbaru sign in gagal terus   
Pengguna Google,alhamdulillah   
Pengguna Google,klasemen  jadwal  top skor gak update  buang aja kalo udh gak kepake gitu
Pengguna Google,dari koran online ikutin detik  berita nya aktual  semoga utk aplikasinya ringan dgn konten berita luas lebih  aktual lagi 
Pengguna Google,sinyalnya lemot klo buka detikcom
Pengguna Google,semakin yes
Pengguna Google,sayang sy blm bsa download lg kapasitas penuh  tolong dbantu
Pengguna Google,tidak terbuka   
Pengguna Google,slalu update news nya
Pengguna Google,harus bermutu beritanya
Pengguna Google,semoga netral   independen  bebas tekanan rating pre ure
Pengguna Google,biar terdepan
Pengguna Google,masak perbaharui lelet      gak jelas    
Pengguna Google,good news apps
Pengguna Google,jdi muter truus
Pengguna Google,suka menolong  info ter up date
Pengguna Google,lumayan berita negri
Pengguna Google,saluran berita yg terpercaya 
Pengguna Google,bagus sllu uptudate   
Pengguna Google,bagus sll update
Pengguna Google,aplikasi keren  terbaik  portal berita terbesar indonesia
Pengguna Google,jangan lupa update ya berita olahraganya sepak bola moto gp
Pengguna Google,tolong xiomi lambat terkadang aplikasi buka  clear cache berpengaruh  thanks
Pengguna Google,selalu dihati update berita
Pengguna Google,sekarang detik com berita berimbang bermutu  jadi delete kayak metro tv rumah yg     delete     ada yg aneh dgn jajaran redaktur nya    dear pak chaerul tanjung  tolong bersihkan detik com orang  amanah berita    
Pengguna Google,yg
Pengguna Google,mengapa klasemen  top skor bola ada  siaran langsung bola tv nasional tdk update 
Pengguna Google,baca berita terlengkap    
Pengguna Google,tennis
Pengguna Google,sebelah
Pengguna Google,bagus  tapi kebanyakan iklan yg ndompleng
Pengguna Google,detik com pancen oye
Pengguna Google,dear detik update jadwal klasmen sepak bola nya gak update ya  
Pengguna Google,lou ky jadwal bola kelasmen top scorer nya
Pengguna Google,informative update
Pengguna Google,stelah  perbaharui ga bsa  buka    
Pengguna Google,mantap   sebagai jendela informasi daerah pedalaman papua 
Pengguna Google,morales
Pengguna Google,good new harian
Pengguna Google,makin buruk   perbarui mllu lemot nya mnta ampun  iklan nya maksa
Pengguna Google,lengkap klasmen transfer nya
Pengguna Google,kla
Pengguna Google,lemot banget aq pake  
Pengguna Google,tambah lelet
Pengguna Google,videonya menggangu sekali  baca berita  video nya udah selebar layar    udah gitu ga skip
Pengguna Google,moga sukses
Pengguna Google,bs baca berita terupdate
Pengguna Google,beritanya bro akurat berimbang nggak ditinggal deuch    kayak    
Pengguna Google,kalau pengaturan menonaktifkan iklan 
Pengguna Google,kurang update lola
Pengguna Google,kalo dipanggil banget males buka detikcom
Pengguna Google,parah   asik  baca berita muncul iklan video mengganggu sx    lemot
Pengguna Google,media yg bagus
Pengguna Google,lemot gak dbuka 
Pengguna Google,khusus bola ga lengkap  apalagi bola indonesia  info club indonesia minim banget  buat berita politik berimbang 
Pengguna Google,salah aplikasi yg sy buka  
Pengguna Google,akan juara la liga
Pengguna Google,info  sepak bolanya
Pengguna Google,berita aja
Pengguna Google,klasemen nya tolong munculin
Pengguna Google,salah media mainstream yg berisi informasi terpercaya berimbang memihak  tulisan yg mudah dipahami salah referensi mencari informasi
Pengguna Google,kompas   detik 
Pengguna Google,mantap  insyaallah kekurangan yg  perbaiki   aamiin  
Pengguna Google,mantap beritanya  yg terupdate
Pengguna Google,jelas kalimatnyaa
Pengguna Google,ok bos   
Pengguna Google,banyak iklan     ganggu bgt    sue    
Pengguna Google,berita bola lengkap sekarang gx klasmen dn topskor  
Pengguna Google,coba coy  update habis nya bangkrut kouta deh hahaha
Pengguna Google,jelek  mendingan babe
Pengguna Google,bagus    iklannya menjebak
Pengguna Google,sering crashed  iklan  loading  tidak orang baca berita dikasih pop up iklan video  please   kenapa jg update bookmark hilang  apa bookmark kalo begitu  jika memilih update  popup nya 
Pengguna Google,ok thanks
Pengguna Google,gooe
Pengguna Google,info sepakbola ny mlh bkurang ni   klasemen sma top skor ny udh gk da lg   tolong donk admin ny  pikirn lg   biar planggan gk kabur  
Pengguna Google,hikmah energy almaidah   
Pengguna Google,kemaren ga konek konek server skrng ga sign in   diperbaiki donk   ampun deh
Pengguna Google,utk berita sekilas okey
Pengguna Google,laula
Pengguna Google,beritanya ok bgt  dilgkapi lg deh biar menginspirasi minat bc kt  ok
Pengguna Google,muantabz
Pengguna Google,berita on line cepat akurat 
Pengguna Google,memuaskan utl update berita  ayo tingkatkan inovasi perbaiki kekurangannya  
Pengguna Google,trus ber inovasi   
Pengguna Google,sbg salah sumber informasiku   
Pengguna Google,statistik klasemennya knp jd hilang info sepak bola   
Pengguna Google,dulu detik langsung up date main bola apalagi gol sekarang nunggu pagi kabarnya klasemen hilang
Pengguna Google,di coba yah
Pengguna Google,kualitas akurasi berita
Pengguna Google,sip   cepet   akurat   sayang iklan nya
Pengguna Google,berita pilkadanya sdh berimbang 
Pengguna Google,kdng beritanya kali update
Pengguna Google,detik berita harian ku
Pengguna Google,tolong jadwal bolanya komplitkan spklasemen dll 
Pengguna Google,ok bgt berita nya
Pengguna Google,dijaringan  susah dibuka  
Pengguna Google,abis perbarui lemot
Pengguna Google,bagus berita harian 
Pengguna Google,detik menyajikan berita yg uo tude
Pengguna Google,selalu up date berita     usul berita bola klasemen liga
Pengguna Google,kepuasan pelanggan yg hrs diutamakan
Pengguna Google,mohon admin update berita doa terbaru
Pengguna Google,is the real news
Pengguna Google,moga lancar update berita nya
Pengguna Google,oke live streaming
Pengguna Google,tingkatkan berita terkini
Pengguna Google,berita bola lengkap tabel klasemen jd kecewa deh kalo baca berita bola nya 
Pengguna Google,cobalah
Pengguna Google,diperjelas aja maksudnya
Pengguna Google,tolong di perbaiki agak lemot
Pengguna Google,diinfo sepak bola gak lengkap gak klasemen  top skor dll gw hapus aja     
Pengguna Google,baca koran biar ga ketinggalan apdte dunia
Pengguna Google,sering pembaruan
Pengguna Google,terlalu iklan  tdk menyenangkan baca artikel nya karna iklan nya mengganggu 
Pengguna Google,iklan gak sopan  apalagi kalo iklan video tiba  langsung masuk
Pengguna Google,sip keep up the good work
Pengguna Google,setiap kli update berita yg dicari detiknews
Pengguna Google,jadi berita
Pengguna Google,jadi lemot   
Pengguna Google,berita oke cepat akurat
Pengguna Google,lanjut
Pengguna Google,hilang keunggulan iklan
Pengguna Google,iklan mengganggu  tdk memuat kabar lagi 
Pengguna Google,jgn byk iklan  mengganggu
Pengguna Google,cspek ngusirin iklan bos  
Pengguna Google,iklan videonya maksa sampe nutupin layar ane hapus detik nya
Pengguna Google,coba klo gk bagus gak
Pengguna Google,mohon dierbaiki
Pengguna Google,kebanyakan iklan yg muncul    lama  pengguna kabur
Pengguna Google,iklannya gak tertib   hapus aja lg detik   
Pengguna Google,olx
Pengguna Google,mantapnya
Pengguna Google,kurang komplit
Pengguna Google,ok lah  bagus
Pengguna Google,update new
Pengguna Google,tolonglah iklannya jgn dipaksakan jgn mengganggu baca berita
Pengguna Google,satu bintang aj detikcom milik agus silvi rupanya 
Pengguna Google,kok menampilkan badminton sekell    p aja   gpg gak dihitung  misal nih ina gak mauk finaal yaudah gak dilanjutin beritanya  kita tau pemenangnya      dulu detiksport
Pengguna Google,ini berita iklan   
Pengguna Google,ya informatif
Pengguna Google,sangat bagus membantu pengetahuan
Pengguna Google,iklannya ilangin dong  nyari duit sih nyari duit iklan ga pake nutupin layar dong  kan pembaca keganggu kalo gini ceritanya  sampah 
Pengguna Google,sign in aja kga     
Pengguna Google,detikcom mengeluarkan berita yg berimbang  memberitakan mengacuhkan lain  setting    
Pengguna Google,saya detik berita nya ngak berbobot  ga nambah pengetahuan berarti  berita  ga banyakin sampe berkali kali sehari  berita  berguna ga bahas sekali  ngebahas remeh   klo ga karna brita bola nih aplikasi udah uninstal dulu  mana skrg iklan nya paksain banget tonton  asem nih brita kayak metro tipu kompas tivu
Pengguna Google,gimana nih iklan yg nutupin layar  mohon hilangin
Pengguna Google,tar anak  kasih bonus nyesel
Pengguna Google,tolong donk iklan dikurangin tampilan mengganggu membaca artikel berita  wlpun iklan gede pemasukan tolong kenyamanan utk pembaca biar gak sering  tampilan iklan nya
Pengguna Google,iklan brengzex ngagetin gabisa stop udah unistal babay detix brengzec
Pengguna Google,detik bagus membaca berita berita       
Pengguna Google,payah lah  komen ane ga muncul  era net     gini susah interaktif
Pengguna Google,sangat menarik berita bya
Pengguna Google,ngayamul
Pengguna Google,tolong diperbarui
Pengguna Google,iklannya menggagu banget
Pengguna Google,mantabb 
Pengguna Google,kebanyakan iklan   restart
Pengguna Google, rehan bilal keluarga ku yg cinta detik oke deh
Pengguna Google,liat ulasan temen  jelek  mulu nggak bagusnya  parahnya nggak tanggapan admin  so good bye detikcom  
Pengguna Google,bahkan gak muncul beritanya  tampilannya searching   wifi 
Pengguna Google,gak takut ketinggalan berita
Pengguna Google,lebih dri
Pengguna Google,jgn kebanyakan iklan mohon diperbaiki
Pengguna Google,senan
Pengguna Google,bisa menambah wawasan
Pengguna Google,dari bintang       gara gara iklannya fardhu  ain  
Pengguna Google,detik cari berita melintir memojokan umat islam  
Pengguna Google,iklanya nutupin keganggu banget ga kaya
Pengguna Google,jagam lelet
Pengguna Google,sangat nyaman dgn keberadaan iklan yg tdk kompatible dg handset yg menyebabkan aplikasi force close  kecewa
Pengguna Google,uninstall aja lah      
Pengguna Google,sip banget bos
Pengguna Google,iklannya bos     besarin lagi    supaya yg menghapus nie aplikasi
Pengguna Google,berita anti islam 
Pengguna Google,bngt tiba  muncul iklan yg memakan kuota 
Pengguna Google,saya teramat kecewa medsos meliput ribuan santri ciamis aksi longmarch jakarta  liputan detik    an orang  terkesan membohongi publik  dan kolom komentar yg cenderung memecah belah     
Pengguna Google,ok berita
Pengguna Google,berita yg panas
Pengguna Google,iklan nya menganggu baget
Pengguna Google,ganti portal jual beli
Pengguna Google,mohon maaf unistal berkaitan berita yg akurat berkaitan     
Pengguna Google,lihat informasi berita teekini
Pengguna Google,tolong iklan video ditiadakan  harap menu close  trims
Pengguna Google,mantap updatenya    jgn media politik ya   media yg bagus netral
Pengguna Google,nyari untung gak gini kali   iklan nongol tiba  gak diskip  pembaca diharusin nonton iklan gak sampe habis  pemaksaan nama nya nih nyedot kuota orang gak pake izin   parahh  
Pengguna Google,ko ga siaran tv jadwal prtandingan sepakbola nya   
Pengguna Google,detik gak kyk yg pas wktu make    knpa info sepak bolanya gak lengkap kyk   klasemen sementar  top skor  uda gak ada   hasil akhirpun gak updat knp ya    jadi suka
Pengguna Google,betitanta okey
Pengguna Google,dah lah        
Pengguna Google,sangat membantu berita terkini   thx
Pengguna Google,siip  
Pengguna Google,aplikasi jelek iklan paksaan  hapus deh
Pengguna Google,iklanya
Pengguna Google,oke berita nya
Pengguna Google,bintang   aja  iklannya suka tiba  tampil  nggk recommended aplikasinya ini  nggk
Pengguna Google,kembangkan berita info terkini
Pengguna Google,iklannya maksa kali
Pengguna Google,komentar bawah maaf beruntung 
Pengguna Google,hapus saja lah aplikasi ini  iklannya maksa dan nggak bisa dikeluarin  habisin kuota saja  payah  adminnya dikritik habis an tapi nggak respon  payah banget
Pengguna Google,via sony xperia   dual  mohon  perbaiki 
Pengguna Google,iklan ngehe  iklan ngehe  iklan ngehe  iklan ngehe
Pengguna Google,iklannya gambarnya   eh artikel nya gak muncul gambarnya   nggak suka aplikasi detik sekarang 
Pengguna Google,tak harap lagi sangat  nyaman iklan amatir bukan promo benci tu produk iklan      
Pengguna Google,tolong ditambahin kanal yg kusus bacaan lucu dong   biar gk baca politik terus  bisa refresing otak
Pengguna Google,iklan ente sangat mengganggu dan licik norak brother   tolong di perbaiki
Pengguna Google,masih aja ya bohongnya data ga akurat ga sesuai fakta dilapangan huh payah lepas aja aplikasi model mah noh dibanten wh andika juara tp yg dimuat rano embay trus dibanten sepi hahaha
Pengguna Google,kebanyakan iklan boz  ngak skip lagi  udah gtu bikin lama 
Pengguna Google,coba donk dipikirkan iklannya mengganggu banget saya paham iklan salah sumber pemasukan tapi ya ganggu banget  sayang banget padahal detik salah aplikasi bagus menarik 
Pengguna Google,kadang iklannya gangguin hilangin iklannya ya   
Pengguna Google,maaf terpaksa uninstall 
Pengguna Google,makin aja    musti nunggu sampe selesai    hadeh
Pengguna Google,bagus  enak mudah cari
Pengguna Google,force close om tolong diperbaiki
Pengguna Google,unduhan sekali  kenapa 
Pengguna Google,dulu suka banget baca detik  semenjak iklan wajib tonton skip langsung uninstal aplikasi ini   
Pengguna Google,tidak update top score bolanya  tidak kayak berkurang infonya
Pengguna Google,terlalu makan data  sory bintang  
Pengguna Google,udah gk pasang detik    coba pasang lagi    tengok sebentar   detik   lngsng gw uninstal    penampakan iklan agresif bgt brow
Pengguna Google,iklan nya ganggu
Pengguna Google,mohon iklan jgn dipaksakan ditonton pembaca krn mengganggu kenyamanan pembaca utk mengakses berita diberikan 
Pengguna Google,tolong perhatikan kolom komentar akun kloningan jelas  komentar etika  mecah belah  umpatan  kebun binatang keluar  akhir  iklan pop up tiba  keluar  perbaiki pingin tetep dibaca  semoga diperbaiki  terimakasih 
Pengguna Google,kdang iklan bsa dskip hrus nnggu slsai   klo bsa diskip  gk mslah   ni msalahnya gk bsa diskip sngat menganggu
Pengguna Google,menarik butuh
Pengguna Google,ga jd download ah yg komentar jelek semua    
Pengguna Google,ga enak dipake  situs mobilenya
Pengguna Google,iklan close  mengganggu membaca  mohon diperbaiki sy uninstall aplikasi detik   trims
Pengguna Google,iklan   bikin lag tiba  aplikasi nutup
Pengguna Google,iklan bikin males
Pengguna Google,team promoting detik  kalau detik ditinggalkan  kita baca berita nonton tv  masa liat iklan sampe selesai 
Pengguna Google,iklannya video  uninstall  habisin kuota
Pengguna Google,tampilanya nggak kayak  saya nyari jadwal klasemen kanal bola ngga ketemu temu
Pengguna Google,tolong perbaiki     lemot upgreat      beritanya yg ullang iklanya mengganggu log in masuk lagsg kluar sendiri     kualitas buruk
Pengguna Google,masalah bola  ad jadwalnya
Pengguna Google,detik tolong pemberitaan fair  menjaga independensi media informasi     
Pengguna Google,saya delete aplikasi    pribadi independen lagi   
Pengguna Google,tolong iklan nya menganggu banget membaca
Pengguna Google,gak jelas     makin bnyk iklan    trus loading iklan sm berita cepatan iklan   
Pengguna Google,terkesan berimbang beritanya iklannya mengganggu  
Pengguna Google,paling beda
Pengguna Google,iklan nyaa tolong hilangkan sangat mengganggu
Pengguna Google,copot pemasangan segera    
Pengguna Google,pingin komen tp susah  gg bisa  login     mending hapus aza     enakan aplikasi sebelah    
Pengguna Google,aplikasi bagus sih      tp  tambain dgn video pertandinganx
Pengguna Google,masalah iklan menganggu
Pengguna Google,tolong penampilan iklan nya diperbaiki   full layar mengganggu   susah nutup iklan vidio   suka beritanya detik  
Pengguna Google,sering kali iklan muncul  gk close
Pengguna Google,knp gk log in
Pengguna Google,tolong detikcom ditambah info sepakbola update klasemen liga 
Pengguna Google,selalu menutupi kebenaran berita umat islam indonesia  ayo uninstal detikcom yg orang  islam  media pembohong     
Pengguna Google,mengganggu iklanya
Pengguna Google,aplikasi entut  umur gua dah    taun bilang blum umur   gua copot aje
Pengguna Google,good people
Pengguna Google,beritannya berimbang pro islam
Pengguna Google,kalau bagus
Pengguna Google,setelah update berita dibuka  
Pengguna Google,jelek    gk bermanfaat   berita byk gk berbobot
Pengguna Google,iklannya gak bermutu  orang lg srius baca muncul   amit
Pengguna Google,iklan pop up full screen  full musik diskip sangat mengganggu    gt  gt  klick uninstall now
Pengguna Google,saat baca artikel tiba  iklan muncul    mengganggu    
Pengguna Google,kalo iklan nya tiadakan  sangat mengganggu sekali 
Pengguna Google,iklan ganggu bgt bknnya baca berita baca iklan
Pengguna Google,mari uninstall masal  iklan gak bermutu 
Pengguna Google,kalau pasang iklan gambar aj  gak ush tiru  youtube    gak bs skip
Pengguna Google,iklan menggangu  
Pengguna Google,sangat mengganggu tdk nyaman iklannya
Pengguna Google,iklan sangat menganggu            
Pengguna Google,maaf detik  kebanyakan iklan  hapus    
Pengguna Google,iklan bener  mngganggu
Pengguna Google,tolong tampilan iklannya dibenahi  iklan menutupi kontan berita baca 
Pengguna Google,iklan youtube aja diskip  ini iklan video gak diskip boros kuota
Pengguna Google,coba aja
Pengguna Google,sip  thx 
Pengguna Google,ada iklan nya
Pengguna Google,detik   rubah berita    jgn nyudutin umat islam terus    jd males baca  jg    saya hapus skrng  
Pengguna Google,jadi males baca ini    terus nyudutin umat islam   skrng gw hapus  bye  
Pengguna Google,iklan mengganggu menutupi halaman
Pengguna Google,baner iklan harus diperbaiki
Pengguna Google,video iklannya sangat   sangat   menganggu 
Pengguna Google,sangat bagus membantu
Pengguna Google,tolong perbaiki   iklan menutupi halaman
Pengguna Google,iten
Pengguna Google,iklan nya ngalahin tv  pemaksaan bgt nih iklan         gimana baca berita klo iklan terus 
Pengguna Google,berita teknologi gak ada  tambahin
Pengguna Google,bad   banyak iklan
Pengguna Google,britanya slalu update
Pengguna Google,segini
Pengguna Google,kali iklan dikurangi
